Source,Date,sentence1,Category,label
Prothom Alo,2018-08-02 00:00:00,আর সাব্বির কে কি ফ্যাশান শো করতে টেস্ট দলে নেওয়া হইছে ?,batting,negative
Prothom Alo,19/1/2018, প্রথম দিকে উইকেট না পেলে ম‍্য‌াচ বাঁচানো কষ্টের হবে।,bowling,neutral
Prothom Alo,2015-10-06 00:00:00,শুভগতর বদলা রুবেল কে নিলে দলে ভারসাম্য আসতো,bowling,neutral
BBC Bangla,2018-08-02 00:00:00,ইমরুল খারাপ ফর্মে থাকা অবস্থায় তাকে নেওয়া হয়তেছে অথচ শাহরিয়ার নাফিসকে সুযোগ দেওয়া হয়তেছে না।,batting,negative
Prothom Alo,2018-05-02 00:00:00,বাংলাদেশ জাতীয় দলের ভবিষ্যৎ কান্ডারি বলে মনে হয়।।,team,positive
BBC Bangla,2018-08-02 00:00:00,তুষার ইমরানকেও দলে সুযোগ দেওয়া উচিত,team,negative
Prothom Alo,2018-10-02 00:00:00,ফ্ল্যাট উইকেট বানায় দাও তাহলে স্যার মমিনুল আবার সেঞ্চুরী করবে,batting,negative
Prothom Alo,2018-07-02 00:00:00,"আরে ভাই,যাকে নেওয়া হয়েছে হয়েছেই। সবারই প্রতিভা আছে",other,neutral
Prothom Alo,2018-10-02 00:00:00,T20 অনুশীলনের জন্য সাব্বির কে টেস্ট এ নেয়া হয়েছে ,other,negative
Prothom Alo,2018-10-02 00:00:00,নাইন ভাই মুশিকে একটু ডানো খাওয়ালে ম্যাচিউরিটি এসে যাবে,other,negative
Prothom Alo,2018-07-02 00:00:00,ক্যারিয়ারের ৩৪ তম সেঞ্চুরী তুলে নিয়েছেন বিরাট কোহলি।,batting,neutral
Prothom Alo,2018-10-02 00:00:00,বাংলাদেশের আবাল ক্রীড়া সাংবাদিক দের মাঠে নামায় দেওয়া হোক,other,negative
Prothom Alo,2018-08-02 00:00:00, প্রত্যাশা বড় ব্যাটিং বিপর্যয়ে না পড়ে যায় দল,team,neutral
BBC Bangla,29/1/2018,সাকিবের অভাব কেউ পূরণ করতে পারবেনা। তবে রাজ্জাক তার অভিজ্ঞতা কাজে লাগিয়ে দলকে কিছু উপহার দিতে পারেন..,bowling,neutral
Prothom Alo,2018-08-02 00:00:00, রাজ্জাক ভাই আসাতে দলটা আরো মুজবুত হল। আমি তার কাছে আশা বাদি ভাল খেলার,bowling,neutral
Prothom Alo,2018-02-08 00:00:00,কমপক্ষে আড়াইশো রানের ব্যবধানে বাংলাদেশ দলের পরাজয় তামিমদের কপালে লেখা হয়ে গেছে।,team,negative
Prothom Alo,2018-04-02 00:00:00,"এই উইকেটেই যদি ম্যাছ বোলিং করত, তখন বুঝতি তোরা কত ধানে কত চাল!",bowling,positive
BBC Bangla,15/6/2020,"ক্রিকেটে ভারত একটা অসভ্য দল,বিরাট কোহলির আচরনে স্পষ্ট ফুটে উঠে।",team,negative
Prothom Alo,2018-10-02 00:00:00,এই উইকেটে কাল বাংলাদেশ ১২০ রানে অলআউট হয়ে যাবে।,batting,negative
BBC Bangla,2018-08-02 00:00:00,বুড়ো হাড়ের ভেলকি ,bowling,positive
Prothom Alo,2018-08-02 00:00:00,দেশের ম্যাচ থেকে একটি ক্লাবের(চেতনাধারী) ম্যাচ বড় হয়ে গেল??,other,negative
BBC Bangla,2018-08-02 00:00:00,জরিমানা করা হউক। ৩ মাসের বেতন কর্তন।,other,negative
Prothom Alo,2018-02-08 00:00:00, তরারে জুতা মারা দরকার টেষ্ট এ ১১০ রানে অলআউট হয়ে যায় তাও আবার নিজের দেশের মাটিতে।,bowling,negative
Prothom Alo,2018-04-02 00:00:00, লিটন সৌম্য কে দলে নিয়মিত দেখতে চাই,batting,negative
Prothom Alo,2018-10-02 00:00:00,কত্তগুলো টাকা দিয়ে আবাল পালে বাংলাদেশ,team,negative
BBC Bangla,23/1/2018,এতো দুর্বল ভাইবেননা ! একটারে পাইলেই হইব ! গ্যাছাং কইরা দিমু !,other,negative
Prothom Alo,2018-07-02 00:00:00, ১ম দুই ম্যাচ খেলছে...,other,negative
Prothom Alo,25/1/2018,তামিম জিতলে জিতে তার মা।,other,neutral
Prothom Alo,2018-11-02 00:00:00,ফরহাদ রেজাকে নেওয়া হোক,other,positive
Prothom Alo,23/1/2018,বিসিবির পুটকি তে রড ঢুকাতে মন চাই,team management,negative
Prothom Alo,2018-08-02 00:00:00,অভিজ্ঞতা বলে একটা কথা আছে। সেটা উদিয়মানদের থেকে অনেক বেশি রাজ্জাকের কাছে আছে।,bowling,positive
Prothom Alo,2018-08-02 00:00:00, নদীর কুলের বাড়ীর যেমন ভরসা নেই বাংলাদেশ Cricket টিমেও তেমন ভরসা নেই,other,negative
BBC Bangla,2018-08-02 00:00:00," হাতুরে সিংহে এতো দিন,আঃ রাজ্জাককে খেলার বাহিরে রাখল কেন? ",team management,negative
Prothom Alo,2018-11-02 00:00:00, প্রথম টি-টোয়েন্টিতে তাকে পাচ্ছি না। তবে পরেরটিতে প্ল্যান আছে তাকে নিয়ে।,team management,neutral
Prothom Alo,2018-09-02 00:00:00,আপনার কথায় মনে হয় হাতুরের ডাবল সেঞ্চুরিতে বাংলাদেশ ম্যাচগুলো জিতেছে,other,neutral
Prothom Alo,2018-10-02 00:00:00,এই টা কি বেটিং করব হেতে এষ্টাইল করতে করতে শেষ।,batting,negative
Prothom Alo,2018-08-02 00:00:00, ধন্যবাদ টিম সিলেক্টরদের ।,team management,positive
BBC Bangla,16/1/2018,গতকাল খেলা দেখে যা বুঝলাম জিম্বাবুয়ে খেলোয়াড়রা বাংলাদেশের সব বলারদের প্রত্যেকটি বলকে গুরুত আকারে দেখছে। ,bowling,negative
Prothom Alo,2018-11-02 00:00:00,বচ ম্যাশকে নিলে তিনি একাই শ্রীলংকাকে উড়িয়ে দিবেন,team,positive
Prothom Alo,2018-09-02 00:00:00,মিরপুরের এই পিচে আমরাই বরং অতিথি।,team,negative
BBC Bangla,2018-08-02 00:00:00, ওরা ত ২০০ করছে তোরা ১০০ করতে পারবে না,batting,negative
Prothom Alo,2018-08-02 00:00:00,"অগণিত ক্যাচ মিস,বোলারদের ক্রমাগত শর্টপিচ বল কি ছিলনা এই টেস্ট হারার জন্য।",batting,negative
Prothom Alo,23/1/2018, আবাল ব্যাটিং হচ্ছে..,batting,negative
BBC Bangla,30/1/2018,মাহদুল্লাহ পারবেরআশা রাখি তার উপর,team,positive
Prothom Alo,2018-10-02 00:00:00,মিনহাজ আবেদীন নান্নুকে প্রধান নির্বাচক থেকে বাদ দেওয়া দরকার। নান্নু থাকলে বাংলাদেশ ক্রিকেট তলানিতে যাবে।,other,negative
Prothom Alo,23/1/2018,৫০ তে খুশি থাকেন আমাদের খেলোয়ারা।,batting,negative
Prothom Alo,2018-07-02 00:00:00,এ ভিআইপিদের ভিআইপি করেছে সাধারন জনগনই। এরা চুপ থাকতে থাকতে আজ এ অবস্থায় দাড়িয়েছে,other,negative
Prothom Alo,2018-11-02 00:00:00, হার টা এখন সহনীয় হয়ে গেছে।তাই বাংলাদেশ হারলেও কিছু মনে হয় না।,team,negative
Prothom Alo,2018-04-02 00:00:00,একজন খেলোয়াড়ের ক্যরিয়ার কিভাবে ধ্বংস করতে হয় সেটা মমিনুলের উপর হাতুরুর যে ভয়াবহ আক্রোশ থেকেই প্রমাণিত হয়েছে।,team management,negative
Prothom Alo,2018-10-02 00:00:00,এটা কিন্তু আমার কথা নয়।কাল মিরাজ বলেছিলে ওরা যত করুক আমরা পারবনা কেন ওরা পারলে ?,other,negative
Prothom Alo,2018-10-02 00:00:00,দুঃখজনক। এসব রিপোর্ট আমাদের খেলোয়ারদের বদনাম ও আত্মবিকাশ নষ্ট করার নীলনকশা।,other,negative
Prothom Alo,2018-08-02 00:00:00,রাব্বি ভাল মানের পেসার ...রনিকেও নিতে পারত।,bowling,positive
Prothom Alo,2018-11-02 00:00:00,"এখন ও সময় আছে।। বাংলাদেশ এর ক্রিকেট কে বাঁচাতে নান্নু,বাশার,সু জন এর জায়গায় অন্য কাউ কে বসানো হোক।।",team management,negative
Prothom Alo,2018-02-08 00:00:00,বাংলার ব্যাটসম্যান আছে এই সমস্যা সেই সমস্যা নিয়া খেলায় মনযোগ নাই,team,negative
Prothom Alo,2018-02-08 00:00:00, হাতুর সিংহের বিপক্ষে অনলি মমিনুলই যথেষ্ট ,batting,positive
BBC Bangla,2018-08-02 00:00:00, টেস্টে সিনিয়র খেলাওয়ারে বিকল্প নেই,team,neutral
Prothom Alo,2018-08-02 00:00:00,শুভকামনা রাজ্জাক ভাই।,bowling,positive
Prothom Alo,2018-10-02 00:00:00, টিম যদি খারাপ খেলে সেখানে সুজনই কি করবে সখিই বা কি করবে,team management,negative
Prothom Alo,2018-02-08 00:00:00," ভাই ""ঠাণ্ডা মাথা"" আর ""বাংলাদেশ ক্রিকেট টিম"" এই শব্দগুলা এক বাক্যে বসে না। লুল|",team,negative
Prothom Alo,2018-02-08 00:00:00,সালাদের কাছ থেকে সব কেড়ে নিয়ে ভিক্ষার ঝুলি হাতে দেওয়া উচিত।,other,negative
Prothom Alo,2018-02-08 00:00:00,আমার তো মনে হইতেছে বাংলাদেশ জিতবে ইনশাআল্লাহ।।,other,positive
Prothom Alo,2018-10-02 00:00:00, বাংলাদেশ যদি তাদের সেরা ব্যাটিং করে তাহলে ২৮০।,batting,neutral
Prothom Alo,2018-10-02 00:00:00,পমহাদেশের দলের সাথে আপনি এমন উইকেট কোন যুক্তিতে বানান আমি বুঝিনা।শুধু বিসিবিই বোঝে।,other,negative
Prothom Alo,2018-09-02 00:00:00,নায়লা নাইমকে কোলে বসিয়ে বিজ্ঞাপন করা বা ম্যাঁও বলার অপরাধে কিশোর দর্শক পেটানোর মতো সহজ না টেস্ট ক্রিকেট। ,other,negative
Prothom Alo,2018-09-02 00:00:00,হাজার হাজার উইকেট পেয়েও জাতীয় দল তো দুরের কথা বিকেএসপিতেও চান্ছ পাচ্ছি না হায়রে কপাল !!,other,negative
BBC Bangla,30/1/2018,তিন ফুটিয়া গান‍্ডু টা কোথায়? ভারত হারলে কর ভালো ঘুম হতো ,other,negative
Prothom Alo,2018-08-02 00:00:00,"টস হারছে মানে, হারার সম্ভবনাই বেশী। ",other,negative
Prothom Alo,2018-09-02 00:00:00,পেটকু কাক্কুরে আজীবনের জন্য কোচ করে রাখা হোক,team management,negative
Prothom Alo,2018-02-08 00:00:00,"আমি আর কি বলবো,,, আর কিবা করার আছে,,, আমরা সুধু দেখেই জাব",other,neutral
Prothom Alo,2018-10-02 00:00:00,"তাদের চর্মরোগ আছে, তবে সেটা চামড়ায় না হয়ে মনে আর মাথায় হয়েছে।",other,negative
Prothom Alo,2018-10-02 00:00:00,ও ক‌ি VIP প্ল‌েয়ার না ওর খুঁট‌ির জ‌োর খুব ব‌েশী ওক‌ে বাদ দ‌েয়া যাব‌েনা ?? ,other,negative
Prothom Alo,2018-10-02 00:00:00,আবাল সিলেক্টর,team management,negative
Prothom Alo,2018-10-02 00:00:00,মামুলি দলের কাছে হেরে গেল বাংলাদেশ ছিঃ ছিঃ| ,batting,negative
BBC Bangla,2018-08-02 00:00:00," মোমিনুল, রাজ্জাক কতোয়না ভালো খেলছে। অথচ এরায় সুযোগ পায়না।",team,negative
Prothom Alo,2018-08-02 00:00:00, প্রত্যাশা বড় ব্যাটিং বিপর্যয়ে না পড়ে যায় দল,batting,neutral
BBC Bangla,2018-08-02 00:00:00,বাংলাদেশ ক্রিকেট দলে যদি প্রতিভাবান ও যোগ্য ব্যক্তিরা সুযোগ পেতো তবে দেশের ক্রিকেট আরো অনেক আগেই পৃথিবীর অন্যতম সেরা দল হতো।,team,positive
Prothom Alo,2018-02-08 00:00:00,বাংলাদেশ না হেরে কি আর করবে সাব্বিরের মতো খেলোয়ার থাকতে বাংলাদেশ না হেরে জয়ের চিন্তা করতে পারে,team,negative
BBC Bangla,2018-08-02 00:00:00, রাজ্জাক কে আবার দলে দরকার ।,bowling,negative
Prothom Alo,2018-10-02 00:00:00,২ বার ব্যাট ধরতে দিলেও জিততে পারবে কিনা সন্দেহ আছে?,batting,negative
Prothom Alo,2018-10-02 00:00:00, ইমরুল নাকি বাংলাদেশের টেষ্ট স্পেশালিষ্ট ওপেনার ব্যাটসম্যান??? ,team,negative
BBC Bangla,2018-08-02 00:00:00,সানজামুল ইসালামের ২০০ রানের বিনিনয়ে কেনা একমাত্র উইকেটটি নাকি তার গুরু নান্নুকে উপহার দিয়েছে?,bowling,negative
Prothom Alo,2018-02-08 00:00:00,প্রথম টেস্ট ড্র করে ভাবখানা এমন যেনো জিতে ফেলেছে ।,team,negative
BBC Bangla,2018-08-02 00:00:00,বিশ্বের যে কোন দেশ কে কাবু করতে পারে আব্দুর রাজ্জাক থাকে দলে নেওয়ার জন্য নির্বাচক কে ধন্যবাদ i ,bowling,positive
Prothom Alo,2018-09-02 00:00:00,"সাব্বির কে কেন যে এখনো দলে রেখেছে বুঝতে পারছি না, প্লেয়ারের কি অভাব পড়েছে",batting,negative
Prothom Alo,23/1/2018," এই তো,এত দিন পরে একটা ওপেনার পাওয়া গেল!বিজয়",batting,positive
Prothom Alo,2018-10-02 00:00:00,শ্রীলংকা এই উইকেটে ২০০+ রান করে আর আমাদের টিম ১৫০ রানও পার করতে পারে না।শুধু অজুহাত,batting,negative
Prothom Alo,2018-10-02 00:00:00,ভাল একটা কথা মনে পড়ছে সাকিব ও ম্যাশতো বাংলাদেশের কোচ।তাহলে তারা জাতীয় দলের সাথে নেই কেন,team,negative
Prothom Alo,2018-07-02 00:00:00, কি বলেন পাঞ্জাব ছেড়ে দিছে ওকে,other,negative
Prothom Alo,2018-08-02 00:00:00,রাজ ভাইকে বাংলাদেশের প্রতেকটা ম্যাচে দেখতে চাই।,bowling,positive
Prothom Alo,2018-07-02 00:00:00," সম্মান করতে শিখ সম্মান পাবে,তোর কারণে তোর মা বাবা বোনটাও গালি শুনছে",other,negative
Prothom Alo,2018-09-02 00:00:00,মেও ভাই  আজকা সেই গর্জন করেছে একেবারে বিড়ালের বাচ্চার মত,batting,negative
Prothom Alo,2018-08-02 00:00:00, সেরা ৫ উকেট নিবে,bowling,positive
Prothom Alo,2018-02-08 00:00:00,উইকেটে এসে ধৈর্য হারিয়ে ফেলে।,batting,negative
Prothom Alo,2012-08-04 00:00:00,"ক্রিকেট জগতে সর্ব নিন্ম স্হানে চলে যাচ্ছে বাংলদেশ ক্রিকেট টিম।,",team,negative
Prothom Alo,2018-02-08 00:00:00,"মিরাজ বলিং হয়েও প্রথম ইনিংস এ যে বাটিং টা করছে, এই বাটিং টা আমাদের ব্যাটসমেনরা করতে পারলে আজকে আমাদের এই অবস্থায় থাকা লাগতো না।",batting,negative
Prothom Alo,2018-10-02 00:00:00,গাধাকে দিয়ে কি ঘোড়ার কাজ হয়?,other,negative
Prothom Alo,2018-04-02 00:00:00, একটা ভালো খেলোয়ার দশ বারো ইনিংসে চেনা যায়না তাইলে সাব্বির অনেক আগে বাত যাওয়ার কথা??,team,negative
Prothom Alo,2018-02-08 00:00:00,আমাদের মাঠে এসে শ্রীলংকা ট্রাই নেশন সিরিজ ও নিয়ে ফেলছে এখন টেস্ট সিরিজ টাও নিবে মনে হয়,team,neutral
Prothom Alo,2018-11-02 00:00:00,"হাগলামি শুরু করিছে, নান্নু, সুজনকে ইয়াবা খাওয়াইতে হবে",team management,negative
Prothom Alo,2018-10-02 00:00:00,আগামী আরো ৫০ বছরে এইদেশের অবস্থা এমনই থাকবে। যদি না এই ধরনের পত্রিকা গুলি ফালতু প্রসংসা বন্ধ না করে।,other,negative
Prothom Alo,2018-10-02 00:00:00,টেস্ট খেলতে পারে একমাত্র মুমিনুল!!!,batting,positive
Prothom Alo,2018-08-02 00:00:00,"মামু, চাচা নেই বলে অবহেলিত ক্রিকেটার আব্দুর রাজ্জাক কে, দীর্ঘ দিন থেকে জাতীয় টিমে নেওয়া হয়নি,,,",team,negative
Prothom Alo,2018-10-02 00:00:00,বলদ দিয়ে হালচাষ হয়খেলা হয় নাকি?,other,negative
Prothom Alo,2018-08-02 00:00:00,আজ এই দিনে বিষন্ন মুশফিক,batting,negative
Prothom Alo,2018-10-02 00:00:00,"নান্নু, পাপন,সুজন, মুক্ত ক্রিকেট চাই।",team management,negative
Prothom Alo,2018-08-02 00:00:00,"রাজ্জাক কাণ্ড বাদ দিয়া, ব্যাটিং কাণ্ড নিয়া বলেন",batting,negative
Prothom Alo,2018-10-02 00:00:00,মমিনুল আর সাব্বির ভালো খেললে ম্যাচ জিতা সম্ভব।,batting,positive
BBC Bangla,2018-08-02 00:00:00,কোচ্ আঃ রাজ্জাকের ক্ষতি করে নাই।বাংলাদেশ ক্রিকেটকে পিছিয়ে দিয়েছন।,team,negative
Prothom Alo,2018-11-02 00:00:00,"প্রধান নির্বাচক মিনহাজুল আবেদীন অদ্ভুত এক যুক্তি দেখিয়েছিলেন, ‘টি-টোয়েন্টি সিরিজে ওকে নিয়ে আমাদের পরিকল্পনা আছে। ",team management,negative
Prothom Alo,2018-10-02 00:00:00, আসলে ও অন্য কেউ জায়গা হারাবে সে ভয়ে!!?সবাইকে রিমান্ডে দেওয়া দরকার,other,negative
Prothom Alo,2018-09-02 00:00:00,ধোন নিয়ে বসে আছে। সাকিব না থাকলে কেমন পুংগা মারা যায় দেখলি তো।,team,negative
Prothom Alo,2018-07-02 00:00:00,বিপদ তো সব জায়গায়।,other,neutral
Prothom Alo,2012-08-04 00:00:00, আফতাব ভাই সবসময় মাথায় একটা রুমাল বেধে হ্যালমেট পড়তো।,batting,neutral
BBC Bangla,25/1/2018, জিম্বাবুয়ে জাতীয় ক্রিকেট দলের বিরুদ্ধে টানা দশম জয় এবং রকেট এিদেশীয় ওডিআই সিরিজে টানা তৃতীয় জয়ের পর আজকের ম্যাচের হার বাংলাদেশ,team,positive
Prothom Alo,2018-07-02 00:00:00,আজকের জন্য শুভেচ্ছা মাহমুদুল্লা,other,negative
BBC Bangla,25/1/2018,মাঠে আসল সবার একসাথে পায়খানা চাপ দিল আর সব যত তাড়াতাড়ি পারল ব্যাটিং রাইখাই বাথরুমে দৌড় দাওয়া শুরু করল!,other,negative
Prothom Alo,14/10/2017,বৃস্টির কারনে কুমিল্লা হারলো?,team,neutral
Prothom Alo,2018-11-02 00:00:00, ইচ্ছামত নিয়ম পরিবর্তন ভবিষ্যতে খারাপ কোন পরিস্থিতিতে পড়তে হতে পারে।,team management,negative
Prothom Alo,2018-05-02 00:00:00, বাংলাদেশ দলকে দ্বিয়া টেষ্টে আফিফকে নায়া উচিত,bowling,negative
Prothom Alo,2018-10-02 00:00:00,"কুক্ত্বার দেশে জন্মই,আজন্ম পাপ!",other,negative
Prothom Alo,2018-10-02 00:00:00,এইসব বিড়ালদের সাপোর্ট দিতে দিতে আমরা মাথায় তুলে ফেলছি,other,negative
Prothom Alo,2018-10-02 00:00:00, মোসাদ্দেক হোসেন,batting,neutral
Prothom Alo,2018-08-02 00:00:00, প্রথম উইকেট নিয়ে রাজ্জাক তার কার্যকারিতা প্রমান করে বুঝালেন যে তিনি ফুরিয়ে যান নি।,bowling,positive
BBC Bangla,30/1/2018,রিয়াদ ভাই তোমার জন্য শুভকামনা রইল!!!,batting,positive
Prothom Alo,2018-08-02 00:00:00, রাজ্জাক ৩ উইকেট,bowling,positive
Prothom Alo,2018-06-02 00:00:00,নেক্সট টেস্ট ১৫০ রানে অলআউট হবে বাংলাদেশ,team,negative
Prothom Alo,2018-08-02 00:00:00,মিরাজের বোলিং এ কি এমন ভেলকি আছে যে সে নিয়মিত দলে চান্স পায়।,bowling,negative
Prothom Alo,2018-08-02 00:00:00, রাজ্জাকের পটু গরম করে দে এইবার,bowling,negative
Prothom Alo,2018-07-02 00:00:00,এইদেশের ক্রীড়া রিপোর্টাররা যে কবে ম্যাচিউরড হবে!!,other,negative
Prothom Alo,2018-10-02 00:00:00,তারা ঘরোয়া লীগ খেলে যে টাকা পায় জাতীয় দলে খেলেও সে টাকা পায় না। তবে কেনো বেতন বাড়াবে? ,other,negative
Prothom Alo,19/1/2018,খেলা রাম খেলে যাও। তোমরা জিতবে,team,positive
Prothom Alo,2012-08-04 00:00:00,"আফতাব আহমেদ, আপনার সেই ৬টা এখনো ভুলতে পারিনি।",other,negative
Prothom Alo,2018-06-02 00:00:00, আফগানিস্তান যথেষ্ট ভালো দল ,team,neutral
Prothom Alo,2018-10-02 00:00:00,কয়টা অান্তর্জাতিক ম্যাচে অাম্পায়ার ভুল ডিশিসন দেয় না? কোন দল এটা নিয়া চিল্লাপাল্লা করে? বাংলাদেশ করে!!,other,negative
Prothom Alo,2018-02-08 00:00:00,নিশ্চিত জয় পাবে শ্রীলংকা।,team,positive
Prothom Alo,2018-07-02 00:00:00,দল নিবার্চন করা হতুরুর কাজ নই।,team management,negative
Prothom Alo,2018-09-02 00:00:00,আমরা সব পারবো শুধু খেলা জেতা ছাড়া,other,negative
BBC Bangla,27/1/2019,"প্রথমটি হচ্ছে, কোচ অত:পর সাকিব,সাকিব আর সাকিবরে দলে রাখা",team management,positive
Prothom Alo,2012-08-04 00:00:00,এটা কি বাল ডেকে এনেছে,other,negative
Prothom Alo,2018-08-02 00:00:00, সাপকে বিশ্বাস করা যায় কিন্তু বিডি টিমকে মোটেও বিষ-শ্বাস করা যায় না,other,negative
Prothom Alo,2012-08-04 00:00:00," জেসন গিলেস্পিকে ডাইন দ্যা উইওকেটেএসে যেবাভে দিলেন'না ভাই,।",batting,positive
Prothom Alo,2018-07-02 00:00:00,মমিনুলের মুখের দাড়িই হাতুরের সমস্যা।,other,negative
Prothom Alo,2018-08-02 00:00:00, ১ ম উইকেট রাজ্জাক পেল,bowling,positive
Prothom Alo,2018-09-01 00:00:00,লায়নদের জন্য ফাঁদ পেতে সেই ফাঁদে এখন টাইগাররা আটকা পড়তে যাচ্ছে!!!,bowling,negative
BBC Bangla,30/1/2018,সাকিবকে যে যতই খারাপ বলুক অহংকারি বলুক আমার কাছে মোটেই সেরকম নয় বরং মনে হয় বাংলাদেশের ইতিহাসে দ্বিতীয় সাকিব আর আসবে না ,team,positive
Prothom Alo,2018-09-02 00:00:00,বাংলাদেশ দলের জন্য শুভকামনা রইলো,team,positive
Prothom Alo,2018-07-02 00:00:00,আপনারা এখন রিয়ক্ট বা কমেন্ট করে তার উদ্দেশ্য সফল করেন আরকি। শিয়াল পাদ মেরে কুকুরকে ঘোড়ানোর মত অবস্থা হবে।মাইন্ড করবেন না।,other,negative
BBC Bangla,25/1/2018,চাইনিজ জাপানীজ অার অামেরিকানরা ক্রিকেট খেলেনা।,other,negative
Prothom Alo,2018-04-02 00:00:00,"আমরা অল্পতেই সমালোচনা করি,তাকে সময় এবং সুযোগ দিতে হবে।",other,negative
Prothom Alo,2018-07-02 00:00:00,গতিদানব সুজন খেললে দলের গতি আরো বাড়তো,other,negative
Prothom Alo,2018-10-02 00:00:00,মাহমুদুল্লাহর সে যোগ্যতা নাই। হবেও না।,team,negative
Prothom Alo,2018-02-08 00:00:00,"সাব্বির,মোসাদ্দেক,সানজামুল,রাব্বি,শুভাসিষ আমাদের টেস্ট দলের সদস্য",team,neutral
Prothom Alo,2018-04-02 00:00:00,লিটন যখন ২৩ রানে ছিলো তখনো ভুয়া ভুয়া শব্দ শুন্সি,batting,negative
Prothom Alo,2018-10-02 00:00:00,এই সালাগো দিয়া কিচুই হইব না,other,negative
Prothom Alo,2018-10-02 00:00:00,কেন আরিফুল হক/ মিথুন /আফিফ / বিজয় / ডাক পাসছেন্না???,batting,negative
Prothom Alo,2018-10-02 00:00:00,"কিছু কমু না, কিছু লেখবোও না। শুধু দেখে যাবো.",other,negative
Prothom Alo,2018-08-02 00:00:00," ৪বছর অপেক্ষার পর যেহেতু জাতীয় দলে খেলার সুযোগ হয়েছে, আশা করি রাজ্জাক সুযোগ কাজে লাগিয়ে তার জায়গা ধরে রাখবে।",team,negative
Prothom Alo,2017-12-06 00:00:00, সেমিতে আমাদের প্রতিপক্ষ ভারত (প্রায় নিশ্চিত)।,team,neutral
Prothom Alo,2018-02-12 00:00:00,টারনিং পিচ বানিয়ে ওষুধ খুজে লাভ কি বাউন্সি পিচ বানালেই হয় ।,team management,negative
Prothom Alo,2018-11-02 00:00:00,এত নাটক না করে খেলাটা কাল একটু রাত হলেও খেলে ফেল্লেই হত না?,other,neutral
Prothom Alo,2018-02-08 00:00:00,আমার মন বলছে বাংলাদেশ জিতবে।,team,positive
Prothom Alo,2018-08-02 00:00:00, আজ সুস্থ মস্তিষ্কের পরিচয় দিল নির্বাচক।,bowling,positive
Prothom Alo,2018-09-02 00:00:00, মাঠে করে দেখাও।,other,negative
Prothom Alo,2018-10-02 00:00:00, আসলে বাংলাদেশের নির্বাচন কমিটি শাধিন ভাবে কাজ করতে পারছেনা মনে হয়,team management,negative
Prothom Alo,2018-10-02 00:00:00,"এদেশের পোলাফান গুলো এরকমই, যেই রকম এই দেশের সরকার! ",team,negative
BBC Bangla,2018-11-01 00:00:00, বাংলাদেশী সব ক্রিকেটারেরা জিম্বাবুয়ে দলকে ছোট করে দেখবে তথা টাইগারেরা একটু ভাব মারবে আর এর সুযোগ নিবে জিম্বাবুয়ে ক্রিকেট দল।,team,negative
Prothom Alo,2018-08-02 00:00:00,ভাল লাগল রাজ্জাককে আবার সুযোগ দেয়ার জন্য।,bowling,positive
Prothom Alo,2018-07-02 00:00:00,"সাব্বাস মেক্সওয়েল প্রাণ ঢালা অভিন্দন,,",batting,negative
Prothom Alo,2018-07-02 00:00:00,একজন খেলোয়াড়ের ক্যরিয়ার কিভাবে ধ্বংস করতে হয় সেটা মমিনুলের উপর হাতুরুর যে ভয়াবহ আক্রোশ তা থেকেই প্রমাণিত হয়েছে,team management,negative
Prothom Alo,2018-11-02 00:00:00,"অযোগ্য লোক দিয়ে বোর্ড চালালে এমন অবস্থা হবে।যারা নির্বাচক আছে তাদের ক্রিকেট ইতিহাস দেখলে বুঝা যায়,তারা কেমন নির্বাচক???",other,negative
Prothom Alo,2018-02-08 00:00:00,আমাদের তারকা বেশি তাই। তবে ময়দানে না প্রচারে,other,negative
Prothom Alo,14/6/2017,"শালার ইংল্যান্ড আসলেই বদলা, আসল খেলায় এসে গু হারা হারে!!!",team,negative
Prothom Alo,2018-11-02 00:00:00,"এই গুলা কিছু বুঝে না ক্রিকেট এর, নান্নুর নিজের কুনো জ্ঞান বুদ্ধি আছে বলে হয়ে না,",team management,negative
Prothom Alo,2018-11-02 00:00:00, আহামরি কি কপাল খেলে পোলাপাইন আমরা করি নিজেদের ইচ্ছে পূরণ।,other,negative
Prothom Alo,2018-10-02 00:00:00,"সাকিব টি টুয়েন্টি তে ফিরলে, ইনশাল্লাহ্ টাইগার বাহিনী ঘুরে দাড়াবেঁ।  ",team,negative
Prothom Alo,2018-09-02 00:00:00,২০০ রান করতে পারে কিনা সন্দেহ আবার ৩০০ রান,batting,negative
Prothom Alo,2018-09-02 00:00:00,আগামীকাল ৮0 রানে অলআউট হবে বাংলাদেশ,batting,negative
Prothom Alo,2018-08-02 00:00:00, রাজ্জাক ভাই আসাতে দলটা আরো মুজবুত হল। আমি তার কাছে আশা বাদি ভাল খেলার,bowling,neutral
Prothom Alo,2018-08-02 00:00:00,পর পর ২ সেঞ্চুরি মেরে বস হয়েগেছে,other,positive
Prothom Alo,2018-02-08 00:00:00,ফ্ল্যাট উইকেট বানায় দাও তাহলে স্যার মমিনুল আবার সেঞ্চুরী করবে,batting,negative
BBC Bangla,2018-08-02 00:00:00, এখন তো নিজেরাই দিশেহারা!!!,team,negative
BBC Bangla,25/1/2018,নাছির আর এনামুল কে যে গুলো এখন বাদ দিতে বলতেছে অই গুলো রে আগে পাছায় লাথি মারা উচিত,batting,negative
